kind,id,file,declaration,axioms,n_axioms,uses_sorry_axiom,beyond_standard,status,elapsed_seconds
certificate,verina_basic_25__T3_comm_swap__0,artifacts/certificates/verina_basic_25/verina_basic_25__T3_comm_swap__0.lean,rp_equiv_simp_only,"propext, Classical.choice",2,False,,clean,1.146
certificate,verina_basic_25__T4_cond_invert__0,artifacts/certificates/verina_basic_25/verina_basic_25__T4_cond_invert__0.lean,rp_equiv_simp_only,"propext, Classical.choice",2,False,,clean,1.101
certificate,verina_basic_25__T5_branch_extract__0,artifacts/certificates/verina_basic_25/verina_basic_25__T5_branch_extract__0.lean,rp_equiv_rfl,"propext, Classical.choice",2,False,,clean,1.007
certificate,verina_basic_26__T1_let_intro__0,artifacts/certificates/verina_basic_26/verina_basic_26__T1_let_intro__0.lean,rp_equiv_rfl,,0,False,,clean,0.973
certificate,verina_basic_26__T2_helper_extract__0,artifacts/certificates/verina_basic_26/verina_basic_26__T2_helper_extract__0.lean,rp_equiv_rfl,,0,False,,clean,0.932
certificate,verina_basic_27__T1_let_intro__0,artifacts/certificates/verina_basic_27/verina_basic_27__T1_let_intro__0.lean,rp_equiv_delta_rfl,"propext, Quot.sound",2,False,,clean,1.564
certificate,verina_basic_27__T2_helper_extract__0,artifacts/certificates/verina_basic_27/verina_basic_27__T2_helper_extract__0.lean,rp_equiv_delta_rfl,"propext, Quot.sound",2,False,,clean,1.553
certificate,verina_basic_28__T1_let_intro__0,artifacts/certificates/verina_basic_28/verina_basic_28__T1_let_intro__0.lean,rp_equiv_delta_rfl,"propext, Quot.sound",2,False,,clean,1.404
certificate,verina_basic_28__T2_helper_extract__0,artifacts/certificates/verina_basic_28/verina_basic_28__T2_helper_extract__0.lean,rp_equiv_delta_rfl,"propext, Quot.sound",2,False,,clean,1.444
certificate,verina_basic_29__T1_let_intro__0,artifacts/certificates/verina_basic_29/verina_basic_29__T1_let_intro__0.lean,rp_equiv_rfl,propext,1,False,,clean,0.928
certificate,verina_basic_29__T2_helper_extract__0,artifacts/certificates/verina_basic_29/verina_basic_29__T2_helper_extract__0.lean,rp_equiv_rfl,propext,1,False,,clean,0.88
certificate,verina_basic_3__T1_let_intro__0,artifacts/certificates/verina_basic_3/verina_basic_3__T1_let_intro__0.lean,rp_equiv_rfl,,0,False,,clean,9.278
certificate,verina_basic_3__T2_helper_extract__0,artifacts/certificates/verina_basic_3/verina_basic_3__T2_helper_extract__0.lean,rp_equiv_rfl,,0,False,,clean,9.249
certificate,verina_basic_30__T1_let_intro__0,artifacts/certificates/verina_basic_30/verina_basic_30__T1_let_intro__0.lean,rp_equiv_rfl,,0,False,,clean,0.88
certificate,verina_basic_30__T2_helper_extract__0,artifacts/certificates/verina_basic_30/verina_basic_30__T2_helper_extract__0.lean,rp_equiv_rfl,,0,False,,clean,0.941
certificate,verina_basic_31__T1_let_intro__0,artifacts/certificates/verina_basic_31/verina_basic_31__T1_let_intro__0.lean,rp_equiv_rfl,,0,False,,clean,0.952
certificate,verina_basic_31__T2_helper_extract__0,artifacts/certificates/verina_basic_31/verina_basic_31__T2_helper_extract__0.lean,rp_equiv_rfl,,0,False,,clean,0.969
certificate,verina_basic_32__T1_let_intro__0,artifacts/certificates/verina_basic_32/verina_basic_32__T1_let_intro__0.lean,rp_equiv_rfl,,0,False,,clean,8.891
certificate,verina_basic_32__T2_helper_extract__0,artifacts/certificates/verina_basic_32/verina_basic_32__T2_helper_extract__0.lean,rp_equiv_rfl,,0,False,,clean,8.813
certificate,verina_basic_33__T1_let_intro__0,artifacts/certificates/verina_basic_33/verina_basic_33__T1_let_intro__0.lean,rp_equiv_rfl_nosmart,,0,False,,clean,0.941
certificate,verina_basic_33__T2_helper_extract__0,artifacts/certificates/verina_basic_33/verina_basic_33__T2_helper_extract__0.lean,rp_equiv_rfl_nosmart,,0,False,,clean,0.982
certificate,verina_basic_34__T1_let_intro__0,artifacts/certificates/verina_basic_34/verina_basic_34__T1_let_intro__0.lean,rp_equiv_rfl,,0,False,,clean,0.984
certificate,verina_basic_34__T2_helper_extract__0,artifacts/certificates/verina_basic_34/verina_basic_34__T2_helper_extract__0.lean,rp_equiv_rfl,,0,False,,clean,0.948
certificate,verina_basic_35__T1_let_intro__0,artifacts/certificates/verina_basic_35/verina_basic_35__T1_let_intro__0.lean,rp_equiv_rfl,,0,False,,clean,0.983
certificate,verina_basic_35__T2_helper_extract__0,artifacts/certificates/verina_basic_35/verina_basic_35__T2_helper_extract__0.lean,rp_equiv_rfl,,0,False,,clean,0.917
certificate,verina_basic_36__T1_let_intro__0,artifacts/certificates/verina_basic_36/verina_basic_36__T1_let_intro__0.lean,rp_equiv_rfl,,0,False,,clean,0.935
certificate,verina_basic_36__T2_helper_extract__0,artifacts/certificates/verina_basic_36/verina_basic_36__T2_helper_extract__0.lean,rp_equiv_rfl,,0,False,,clean,0.962
certificate,verina_basic_37__T1_let_intro__0,artifacts/certificates/verina_basic_37/verina_basic_37__T1_let_intro__0.lean,rp_equiv_delta_rfl,"propext, Quot.sound",2,False,,clean,1.409
certificate,verina_basic_37__T2_helper_extract__0,artifacts/certificates/verina_basic_37/verina_basic_37__T2_helper_extract__0.lean,rp_equiv_delta_rfl,"propext, Quot.sound",2,False,,clean,1.415
certificate,verina_basic_38__T1_let_intro__0,artifacts/certificates/verina_basic_38/verina_basic_38__T1_let_intro__0.lean,rp_equiv_rfl,,0,False,,clean,0.887
certificate,verina_basic_38__T2_helper_extract__0,artifacts/certificates/verina_basic_38/verina_basic_38__T2_helper_extract__0.lean,rp_equiv_rfl,,0,False,,clean,0.962
certificate,verina_basic_39__T1_let_intro__0,artifacts/certificates/verina_basic_39/verina_basic_39__T1_let_intro__0.lean,rp_equiv_rfl,,0,False,,clean,0.955
certificate,verina_basic_39__T2_helper_extract__0,artifacts/certificates/verina_basic_39/verina_basic_39__T2_helper_extract__0.lean,rp_equiv_rfl,,0,False,,clean,0.995
certificate,verina_basic_39__T4_cond_invert__0,artifacts/certificates/verina_basic_39/verina_basic_39__T4_cond_invert__0.lean,rp_equiv_simp_only,propext,1,False,,clean,1.289
certificate,verina_basic_4__T1_let_intro__0,artifacts/certificates/verina_basic_4/verina_basic_4__T1_let_intro__0.lean,rp_equiv_rfl,,0,False,,clean,0.943
certificate,verina_basic_4__T2_helper_extract__0,artifacts/certificates/verina_basic_4/verina_basic_4__T2_helper_extract__0.lean,rp_equiv_rfl,,0,False,,clean,0.967
certificate,verina_basic_40__T1_let_intro__0,artifacts/certificates/verina_basic_40/verina_basic_40__T1_let_intro__0.lean,rp_equiv_rfl,"propext, Quot.sound",2,False,,clean,1.396
certificate,verina_basic_40__T2_helper_extract__0,artifacts/certificates/verina_basic_40/verina_basic_40__T2_helper_extract__0.lean,rp_equiv_rfl,"propext, Quot.sound",2,False,,clean,1.354
certificate,verina_basic_41__T1_let_intro__0,artifacts/certificates/verina_basic_41/verina_basic_41__T1_let_intro__0.lean,rp_equiv_delta_rfl,"propext, Quot.sound",2,False,,clean,1.48
certificate,verina_basic_41__T2_helper_extract__0,artifacts/certificates/verina_basic_41/verina_basic_41__T2_helper_extract__0.lean,rp_equiv_delta_rfl,"propext, Quot.sound",2,False,,clean,1.509
certificate,verina_basic_41__T4_cond_invert__0,artifacts/certificates/verina_basic_41/verina_basic_41__T4_cond_invert__0.lean,rp_equiv_simp_only,"propext, Quot.sound",2,False,,clean,1.602
certificate,verina_basic_42__T1_let_intro__0,artifacts/certificates/verina_basic_42/verina_basic_42__T1_let_intro__0.lean,rp_equiv_rfl,,0,False,,clean,0.89
certificate,verina_basic_42__T2_helper_extract__0,artifacts/certificates/verina_basic_42/verina_basic_42__T2_helper_extract__0.lean,rp_equiv_rfl,,0,False,,clean,0.916
certificate,verina_basic_43__T1_let_intro__0,artifacts/certificates/verina_basic_43/verina_basic_43__T1_let_intro__0.lean,rp_equiv_rfl_nosmart,,0,False,,clean,0.931
certificate,verina_basic_44__T1_let_intro__0,artifacts/certificates/verina_basic_44/verina_basic_44__T1_let_intro__0.lean,rp_equiv_rfl,propext,1,False,,clean,0.96
certificate,verina_basic_44__T2_helper_extract__0,artifacts/certificates/verina_basic_44/verina_basic_44__T2_helper_extract__0.lean,rp_equiv_rfl,propext,1,False,,clean,0.973
certificate,verina_basic_45__T1_let_intro__0,artifacts/certificates/verina_basic_45/verina_basic_45__T1_let_intro__0.lean,rp_equiv_rfl,,0,False,,clean,0.969
certificate,verina_basic_45__T2_helper_extract__0,artifacts/certificates/verina_basic_45/verina_basic_45__T2_helper_extract__0.lean,rp_equiv_rfl,,0,False,,clean,0.942
certificate,verina_basic_45__T3_comm_swap__0,artifacts/certificates/verina_basic_45/verina_basic_45__T3_comm_swap__0.lean,rp_equiv_simp_only,"propext, Quot.sound",2,False,,clean,1.102
certificate,verina_basic_46__T1_let_intro__0,artifacts/certificates/verina_basic_46/verina_basic_46__T1_let_intro__0.lean,rp_equiv_delta_rfl,"propext, Quot.sound",2,False,,clean,1.742
certificate,verina_basic_46__T2_helper_extract__0,artifacts/certificates/verina_basic_46/verina_basic_46__T2_helper_extract__0.lean,rp_equiv_delta_rfl,"propext, Quot.sound",2,False,,clean,1.756
certificate,verina_basic_47__T1_let_intro__0,artifacts/certificates/verina_basic_47/verina_basic_47__T1_let_intro__0.lean,rp_equiv_rfl,,0,False,,clean,0.868
certificate,verina_basic_47__T2_helper_extract__0,artifacts/certificates/verina_basic_47/verina_basic_47__T2_helper_extract__0.lean,rp_equiv_rfl,,0,False,,clean,0.91
certificate,verina_basic_48__T1_let_intro__0,artifacts/certificates/verina_basic_48/verina_basic_48__T1_let_intro__0.lean,rp_equiv_rfl_nosmart,,0,False,,clean,7.263
certificate,verina_basic_48__T2_helper_extract__0,artifacts/certificates/verina_basic_48/verina_basic_48__T2_helper_extract__0.lean,rp_equiv_rfl_nosmart,,0,False,,clean,7.249
certificate,verina_basic_48__T4_cond_invert__0,artifacts/certificates/verina_basic_48/verina_basic_48__T4_cond_invert__0.lean,rp_equiv_simp_only,propext,1,False,,clean,7.472
certificate,verina_basic_49__T1_let_intro__0,artifacts/certificates/verina_basic_49/verina_basic_49__T1_let_intro__0.lean,rp_equiv_rfl,,0,False,,clean,0.895
certificate,verina_basic_49__T2_helper_extract__0,artifacts/certificates/verina_basic_49/verina_basic_49__T2_helper_extract__0.lean,rp_equiv_rfl,,0,False,,clean,0.962
certificate,verina_basic_5__T1_let_intro__0,artifacts/certificates/verina_basic_5/verina_basic_5__T1_let_intro__0.lean,rp_equiv_rfl,,0,False,,clean,0.886
certificate,verina_basic_5__T2_helper_extract__0,artifacts/certificates/verina_basic_5/verina_basic_5__T2_helper_extract__0.lean,rp_equiv_rfl,,0,False,,clean,0.877
certificate,verina_basic_5__T3_comm_swap__0,artifacts/certificates/verina_basic_5/verina_basic_5__T3_comm_swap__0.lean,rp_equiv_simp_only,propext,1,False,,clean,0.971
certificate,verina_basic_50__T1_let_intro__0,artifacts/certificates/verina_basic_50/verina_basic_50__T1_let_intro__0.lean,rp_equiv_rfl,,0,False,,clean,7.342
certificate,verina_basic_50__T2_helper_extract__0,artifacts/certificates/verina_basic_50/verina_basic_50__T2_helper_extract__0.lean,rp_equiv_rfl,,0,False,,clean,7.244
certificate,verina_basic_50__T4_cond_invert__0,artifacts/certificates/verina_basic_50/verina_basic_50__T4_cond_invert__0.lean,rp_equiv_simp_only,propext,1,False,,clean,7.675
certificate,verina_basic_50__T5_branch_extract__0,artifacts/certificates/verina_basic_50/verina_basic_50__T5_branch_extract__0.lean,rp_equiv_rfl,,0,False,,clean,7.267
certificate,verina_basic_51__T1_let_intro__0,artifacts/certificates/verina_basic_51/verina_basic_51__T1_let_intro__0.lean,rp_equiv_rfl,"propext, Quot.sound",2,False,,clean,1.352
certificate,verina_basic_51__T2_helper_extract__0,artifacts/certificates/verina_basic_51/verina_basic_51__T2_helper_extract__0.lean,rp_equiv_rfl,"propext, Quot.sound",2,False,,clean,1.364
certificate,verina_basic_52__T1_let_intro__0,artifacts/certificates/verina_basic_52/verina_basic_52__T1_let_intro__0.lean,rp_equiv_rfl,"propext, Quot.sound",2,False,,clean,1.448
certificate,verina_basic_52__T2_helper_extract__0,artifacts/certificates/verina_basic_52/verina_basic_52__T2_helper_extract__0.lean,rp_equiv_rfl,"propext, Quot.sound",2,False,,clean,1.421
certificate,verina_basic_52__T4_cond_invert__0,artifacts/certificates/verina_basic_52/verina_basic_52__T4_cond_invert__0.lean,rp_equiv_simp_only,"propext, Quot.sound",2,False,,clean,1.554
certificate,verina_basic_52__T5_branch_extract__0,artifacts/certificates/verina_basic_52/verina_basic_52__T5_branch_extract__0.lean,rp_equiv_rfl,"propext, Quot.sound",2,False,,clean,1.429
certificate,verina_basic_53__T1_let_intro__0,artifacts/certificates/verina_basic_53/verina_basic_53__T1_let_intro__0.lean,rp_equiv_delta_rfl,"propext, Quot.sound",2,False,,clean,1.071
certificate,verina_basic_53__T2_helper_extract__0,artifacts/certificates/verina_basic_53/verina_basic_53__T2_helper_extract__0.lean,rp_equiv_delta_rfl,"propext, Quot.sound",2,False,,clean,1.037
certificate,verina_basic_54__T1_let_intro__0,artifacts/certificates/verina_basic_54/verina_basic_54__T1_let_intro__0.lean,rp_equiv_rfl,"propext, Quot.sound",2,False,,clean,1.269
certificate,verina_basic_54__T2_helper_extract__0,artifacts/certificates/verina_basic_54/verina_basic_54__T2_helper_extract__0.lean,rp_equiv_rfl,"propext, Quot.sound",2,False,,clean,1.206
certificate,verina_basic_55__T1_let_intro__0,artifacts/certificates/verina_basic_55/verina_basic_55__T1_let_intro__0.lean,rp_equiv_rfl,,0,False,,clean,0.844
certificate,verina_basic_55__T2_helper_extract__0,artifacts/certificates/verina_basic_55/verina_basic_55__T2_helper_extract__0.lean,rp_equiv_rfl,,0,False,,clean,0.831
certificate,verina_basic_55__T4_cond_invert__0,artifacts/certificates/verina_basic_55/verina_basic_55__T4_cond_invert__0.lean,rp_equiv_simp_only,propext,1,False,,clean,0.988
certificate,verina_basic_55__T5_branch_extract__0,artifacts/certificates/verina_basic_55/verina_basic_55__T5_branch_extract__0.lean,rp_equiv_rfl,,0,False,,clean,1.049
certificate,verina_basic_56__T1_let_intro__0,artifacts/certificates/verina_basic_56/verina_basic_56__T1_let_intro__0.lean,rp_equiv_rfl,,0,False,,clean,0.997
certificate,verina_basic_56__T2_helper_extract__0,artifacts/certificates/verina_basic_56/verina_basic_56__T2_helper_extract__0.lean,rp_equiv_rfl,,0,False,,clean,1.025
certificate,verina_basic_56__T4_cond_invert__0,artifacts/certificates/verina_basic_56/verina_basic_56__T4_cond_invert__0.lean,rp_equiv_simp_only,propext,1,False,,clean,1.082
certificate,verina_basic_56__T5_branch_extract__0,artifacts/certificates/verina_basic_56/verina_basic_56__T5_branch_extract__0.lean,rp_equiv_rfl,,0,False,,clean,1.046
certificate,verina_basic_57__T1_let_intro__0,artifacts/certificates/verina_basic_57/verina_basic_57__T1_let_intro__0.lean,rp_equiv_rfl,"propext, Quot.sound",2,False,,clean,1.297
certificate,verina_basic_57__T2_helper_extract__0,artifacts/certificates/verina_basic_57/verina_basic_57__T2_helper_extract__0.lean,rp_equiv_rfl,"propext, Quot.sound",2,False,,clean,1.382
certificate,verina_basic_58__T1_let_intro__0,artifacts/certificates/verina_basic_58/verina_basic_58__T1_let_intro__0.lean,rp_equiv_rfl,"propext, Quot.sound",2,False,,clean,1.373
certificate,verina_basic_58__T2_helper_extract__0,artifacts/certificates/verina_basic_58/verina_basic_58__T2_helper_extract__0.lean,rp_equiv_rfl,"propext, Quot.sound",2,False,,clean,1.362
certificate,verina_basic_59__T1_let_intro__0,artifacts/certificates/verina_basic_59/verina_basic_59__T1_let_intro__0.lean,rp_equiv_rfl,,0,False,,clean,0.939
certificate,verina_basic_59__T2_helper_extract__0,artifacts/certificates/verina_basic_59/verina_basic_59__T2_helper_extract__0.lean,rp_equiv_rfl,,0,False,,clean,0.942
certificate,verina_basic_59__T3_comm_swap__0,artifacts/certificates/verina_basic_59/verina_basic_59__T3_comm_swap__0.lean,rp_equiv_simp_only,propext,1,False,,clean,1.041
certificate,verina_basic_59__T3_comm_swap__1,artifacts/certificates/verina_basic_59/verina_basic_59__T3_comm_swap__1.lean,rp_equiv_simp_only,propext,1,False,,clean,1.066
certificate,verina_basic_6__T1_let_intro__0,artifacts/certificates/verina_basic_6/verina_basic_6__T1_let_intro__0.lean,rp_equiv_rfl,,0,False,,clean,7.046
certificate,verina_basic_6__T2_helper_extract__0,artifacts/certificates/verina_basic_6/verina_basic_6__T2_helper_extract__0.lean,rp_equiv_rfl,,0,False,,clean,7.1
certificate,verina_basic_6__T4_cond_invert__0,artifacts/certificates/verina_basic_6/verina_basic_6__T4_cond_invert__0.lean,rp_equiv_simp_only,propext,1,False,,clean,7.633
certificate,verina_basic_6__T5_branch_extract__0,artifacts/certificates/verina_basic_6/verina_basic_6__T5_branch_extract__0.lean,rp_equiv_rfl,,0,False,,clean,7.175
certificate,verina_basic_60__T1_let_intro__0,artifacts/certificates/verina_basic_60/verina_basic_60__T1_let_intro__0.lean,rp_equiv_delta_rfl,"propext, Quot.sound",2,False,,clean,1.98
certificate,verina_basic_60__T2_helper_extract__0,artifacts/certificates/verina_basic_60/verina_basic_60__T2_helper_extract__0.lean,rp_equiv_delta_rfl,"propext, Quot.sound",2,False,,clean,1.941
certificate,verina_basic_61__T1_let_intro__0,artifacts/certificates/verina_basic_61/verina_basic_61__T1_let_intro__0.lean,rp_equiv_delta_rfl,propext,1,False,,clean,1.051
certificate,verina_basic_61__T2_helper_extract__0,artifacts/certificates/verina_basic_61/verina_basic_61__T2_helper_extract__0.lean,rp_equiv_delta_rfl,propext,1,False,,clean,1.006
certificate,verina_basic_62__T1_let_intro__0,artifacts/certificates/verina_basic_62/verina_basic_62__T1_let_intro__0.lean,rp_equiv_delta_rfl,"propext, Quot.sound",2,False,,clean,1.409
certificate,verina_basic_62__T2_helper_extract__0,artifacts/certificates/verina_basic_62/verina_basic_62__T2_helper_extract__0.lean,rp_equiv_delta_rfl,"propext, Quot.sound",2,False,,clean,1.392
certificate,verina_basic_63__T1_let_intro__0,artifacts/certificates/verina_basic_63/verina_basic_63__T1_let_intro__0.lean,rp_equiv_delta_rfl,"propext, Classical.choice, Quot.sound",3,False,,clean,1.874
certificate,verina_basic_63__T2_helper_extract__0,artifacts/certificates/verina_basic_63/verina_basic_63__T2_helper_extract__0.lean,rp_equiv_delta_rfl,"propext, Classical.choice, Quot.sound",3,False,,clean,1.824
certificate,verina_basic_64__T1_let_intro__0,artifacts/certificates/verina_basic_64/verina_basic_64__T1_let_intro__0.lean,rp_equiv_rfl,propext,1,False,,clean,1.239
certificate,verina_basic_64__T2_helper_extract__0,artifacts/certificates/verina_basic_64/verina_basic_64__T2_helper_extract__0.lean,rp_equiv_rfl,propext,1,False,,clean,1.205
certificate,verina_basic_64__T3_comm_swap__0,artifacts/certificates/verina_basic_64/verina_basic_64__T3_comm_swap__0.lean,rp_equiv_simp_only,"propext, Quot.sound",2,False,,clean,3.284
certificate,verina_basic_64__T3_comm_swap__1,artifacts/certificates/verina_basic_64/verina_basic_64__T3_comm_swap__1.lean,rp_equiv_simp_only,"propext, Quot.sound",2,False,,clean,5.617
certificate,verina_basic_64__T3_comm_swap__2,artifacts/certificates/verina_basic_64/verina_basic_64__T3_comm_swap__2.lean,rp_equiv_simp_only,"propext, Quot.sound",2,False,,clean,5.068
certificate,verina_basic_65__T1_let_intro__0,artifacts/certificates/verina_basic_65/verina_basic_65__T1_let_intro__0.lean,rp_equiv_rfl_nosmart,,0,False,,clean,1.055
certificate,verina_basic_65__T2_helper_extract__0,artifacts/certificates/verina_basic_65/verina_basic_65__T2_helper_extract__0.lean,rp_equiv_rfl_nosmart,,0,False,,clean,0.943
certificate,verina_basic_66__T1_let_intro__0,artifacts/certificates/verina_basic_66/verina_basic_66__T1_let_intro__0.lean,rp_equiv_rfl,,0,False,,clean,6.959
certificate,verina_basic_66__T2_helper_extract__0,artifacts/certificates/verina_basic_66/verina_basic_66__T2_helper_extract__0.lean,rp_equiv_rfl,,0,False,,clean,6.908
certificate,verina_basic_66__T4_cond_invert__0,artifacts/certificates/verina_basic_66/verina_basic_66__T4_cond_invert__0.lean,rp_equiv_simp_only,propext,1,False,,clean,7.353
certificate,verina_basic_66__T5_branch_extract__0,artifacts/certificates/verina_basic_66/verina_basic_66__T5_branch_extract__0.lean,rp_equiv_rfl,,0,False,,clean,6.842
certificate,verina_basic_67__T1_let_intro__0,artifacts/certificates/verina_basic_67/verina_basic_67__T1_let_intro__0.lean,rp_equiv_rfl,"propext, Quot.sound",2,False,,clean,1.102
certificate,verina_basic_67__T2_helper_extract__0,artifacts/certificates/verina_basic_67/verina_basic_67__T2_helper_extract__0.lean,rp_equiv_rfl,"propext, Quot.sound",2,False,,clean,1.123
certificate,verina_basic_67__T4_cond_invert__0,artifacts/certificates/verina_basic_67/verina_basic_67__T4_cond_invert__0.lean,rp_equiv_simp_only,"propext, Quot.sound",2,False,,clean,1.207
certificate,verina_basic_67__T5_branch_extract__0,artifacts/certificates/verina_basic_67/verina_basic_67__T5_branch_extract__0.lean,rp_equiv_rfl,"propext, Quot.sound",2,False,,clean,1.203
certificate,verina_basic_68__T1_let_intro__0,artifacts/certificates/verina_basic_68/verina_basic_68__T1_let_intro__0.lean,rp_equiv_delta_rfl,"propext, Quot.sound",2,False,,clean,9.061
certificate,verina_basic_68__T2_helper_extract__0,artifacts/certificates/verina_basic_68/verina_basic_68__T2_helper_extract__0.lean,rp_equiv_delta_rfl,"propext, Quot.sound",2,False,,clean,8.906
certificate,verina_basic_69__T1_let_intro__0,artifacts/certificates/verina_basic_69/verina_basic_69__T1_let_intro__0.lean,rp_equiv_rfl,"propext, Quot.sound",2,False,,clean,1.148
certificate,verina_basic_69__T2_helper_extract__0,artifacts/certificates/verina_basic_69/verina_basic_69__T2_helper_extract__0.lean,rp_equiv_rfl,"propext, Quot.sound",2,False,,clean,1.192
certificate,verina_basic_7__T1_let_intro__0,artifacts/certificates/verina_basic_7/verina_basic_7__T1_let_intro__0.lean,rp_equiv_delta_rfl,"propext, Quot.sound",2,False,,clean,1.15
certificate,verina_basic_7__T2_helper_extract__0,artifacts/certificates/verina_basic_7/verina_basic_7__T2_helper_extract__0.lean,rp_equiv_delta_rfl,"propext, Quot.sound",2,False,,clean,1.184
certificate,verina_basic_70__T1_let_intro__0,artifacts/certificates/verina_basic_70/verina_basic_70__T1_let_intro__0.lean,rp_equiv_delta_rfl,"propext, Quot.sound",2,False,,clean,1.363
certificate,verina_basic_70__T2_helper_extract__0,artifacts/certificates/verina_basic_70/verina_basic_70__T2_helper_extract__0.lean,rp_equiv_delta_rfl,"propext, Quot.sound",2,False,,clean,1.384
certificate,verina_basic_71__T1_let_intro__0,artifacts/certificates/verina_basic_71/verina_basic_71__T1_let_intro__0.lean,rp_equiv_delta_rfl,"propext, Quot.sound",2,False,,clean,1.57
certificate,verina_basic_71__T2_helper_extract__0,artifacts/certificates/verina_basic_71/verina_basic_71__T2_helper_extract__0.lean,rp_equiv_delta_rfl,"propext, Quot.sound",2,False,,clean,1.592
certificate,verina_basic_72__T1_let_intro__0,artifacts/certificates/verina_basic_72/verina_basic_72__T1_let_intro__0.lean,rp_equiv_rfl,"propext, Quot.sound",2,False,,clean,1.287
certificate,verina_basic_72__T2_helper_extract__0,artifacts/certificates/verina_basic_72/verina_basic_72__T2_helper_extract__0.lean,rp_equiv_rfl,"propext, Quot.sound",2,False,,clean,1.137
certificate,verina_basic_73__T1_let_intro__0,artifacts/certificates/verina_basic_73/verina_basic_73__T1_let_intro__0.lean,rp_equiv_delta_rfl,"propext, Quot.sound",2,False,,clean,1.433
certificate,verina_basic_73__T2_helper_extract__0,artifacts/certificates/verina_basic_73/verina_basic_73__T2_helper_extract__0.lean,rp_equiv_delta_rfl,"propext, Quot.sound",2,False,,clean,1.444
certificate,verina_basic_74__T1_let_intro__0,artifacts/certificates/verina_basic_74/verina_basic_74__T1_let_intro__0.lean,rp_equiv_rfl,"propext, Quot.sound",2,False,,clean,1.374
certificate,verina_basic_74__T2_helper_extract__0,artifacts/certificates/verina_basic_74/verina_basic_74__T2_helper_extract__0.lean,rp_equiv_rfl,"propext, Quot.sound",2,False,,clean,1.31
certificate,verina_basic_75__T1_let_intro__0,artifacts/certificates/verina_basic_75/verina_basic_75__T1_let_intro__0.lean,rp_equiv_rfl,"propext, Quot.sound",2,False,,clean,1.389
certificate,verina_basic_75__T2_helper_extract__0,artifacts/certificates/verina_basic_75/verina_basic_75__T2_helper_extract__0.lean,rp_equiv_rfl,"propext, Quot.sound",2,False,,clean,1.366
certificate,verina_basic_76__T1_let_intro__0,artifacts/certificates/verina_basic_76/verina_basic_76__T1_let_intro__0.lean,rp_equiv_rfl,,0,False,,clean,0.918
certificate,verina_basic_76__T2_helper_extract__0,artifacts/certificates/verina_basic_76/verina_basic_76__T2_helper_extract__0.lean,rp_equiv_rfl,,0,False,,clean,0.884
certificate,verina_basic_76__T4_cond_invert__0,artifacts/certificates/verina_basic_76/verina_basic_76__T4_cond_invert__0.lean,rp_equiv_simp_only,propext,1,False,,clean,1.111
certificate,verina_basic_76__T5_branch_extract__0,artifacts/certificates/verina_basic_76/verina_basic_76__T5_branch_extract__0.lean,rp_equiv_rfl,,0,False,,clean,0.87
certificate,verina_basic_77__T1_let_intro__0,artifacts/certificates/verina_basic_77/verina_basic_77__T1_let_intro__0.lean,rp_equiv_rfl,,0,False,,clean,0.929
certificate,verina_basic_77__T2_helper_extract__0,artifacts/certificates/verina_basic_77/verina_basic_77__T2_helper_extract__0.lean,rp_equiv_rfl,,0,False,,clean,0.925
certificate,verina_basic_78__T1_let_intro__0,artifacts/certificates/verina_basic_78/verina_basic_78__T1_let_intro__0.lean,rp_equiv_rfl,,0,False,,clean,0.954
certificate,verina_basic_78__T2_helper_extract__0,artifacts/certificates/verina_basic_78/verina_basic_78__T2_helper_extract__0.lean,rp_equiv_rfl,,0,False,,clean,0.928
certificate,verina_basic_78__T3_comm_swap__0,artifacts/certificates/verina_basic_78/verina_basic_78__T3_comm_swap__0.lean,rp_equiv_simp_only,propext,1,False,,clean,0.991
certificate,verina_basic_79__T1_let_intro__0,artifacts/certificates/verina_basic_79/verina_basic_79__T1_let_intro__0.lean,rp_equiv_rfl,"propext, Quot.sound",2,False,,clean,1.627
certificate,verina_basic_79__T2_helper_extract__0,artifacts/certificates/verina_basic_79/verina_basic_79__T2_helper_extract__0.lean,rp_equiv_rfl,"propext, Quot.sound",2,False,,clean,1.642
certificate,verina_basic_8__T1_let_intro__0,artifacts/certificates/verina_basic_8/verina_basic_8__T1_let_intro__0.lean,rp_equiv_rfl,,0,False,,clean,0.917
certificate,verina_basic_8__T2_helper_extract__0,artifacts/certificates/verina_basic_8/verina_basic_8__T2_helper_extract__0.lean,rp_equiv_rfl,,0,False,,clean,0.912
certificate,verina_basic_8__T4_cond_invert__0,artifacts/certificates/verina_basic_8/verina_basic_8__T4_cond_invert__0.lean,rp_equiv_simp_only,propext,1,False,,clean,1.084
certificate,verina_basic_8__T5_branch_extract__0,artifacts/certificates/verina_basic_8/verina_basic_8__T5_branch_extract__0.lean,rp_equiv_rfl,,0,False,,clean,0.942
certificate,verina_basic_80__T1_let_intro__0,artifacts/certificates/verina_basic_80/verina_basic_80__T1_let_intro__0.lean,rp_equiv_rfl,"propext, Quot.sound",2,False,,clean,1.263
certificate,verina_basic_80__T2_helper_extract__0,artifacts/certificates/verina_basic_80/verina_basic_80__T2_helper_extract__0.lean,rp_equiv_rfl,"propext, Quot.sound",2,False,,clean,1.349
