task_id,tier,transformation,severity,equivalence_class,applicable,inapplicable_reason,candidate_generated,n_variants,variant_ids,code_loc_original,code_loc_refactored,structural_metadata
verina_advanced_43,advanced,T2_helper_extract,S,definitional,True,,True,1,['verina_advanced_43__T2_helper_extract__0'],14,16.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 0}"
verina_advanced_43,advanced,T3_comm_swap,E,theorem_certified,True,,True,1,['verina_advanced_43__T3_comm_swap__0'],14,14.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 0}"
verina_advanced_43,advanced,T4_cond_invert,E,theorem_certified,False,no_tail_if_then_else,False,0,[],14,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 0}"
verina_advanced_43,advanced,T5_branch_extract,S,definitional,False,no_tail_if_then_else,False,0,[],14,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 0}"
verina_advanced_44,advanced,T1_let_intro,D,definitional,True,,True,1,['verina_advanced_44__T1_let_intro__0'],22,24.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': True, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 2, 'n_plus': 6}"
verina_advanced_44,advanced,T2_helper_extract,S,definitional,True,,True,1,['verina_advanced_44__T2_helper_extract__0'],22,24.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': True, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 2, 'n_plus': 6}"
verina_advanced_44,advanced,T3_comm_swap,E,theorem_certified,True,,True,3,"['verina_advanced_44__T3_comm_swap__0', 'verina_advanced_44__T3_comm_swap__1', 'verina_advanced_44__T3_comm_swap__2']",22,22.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': True, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 2, 'n_plus': 6}"
verina_advanced_44,advanced,T4_cond_invert,E,theorem_certified,False,do_block,False,0,[],22,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': True, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 2, 'n_plus': 6}"
verina_advanced_44,advanced,T5_branch_extract,S,definitional,False,do_block,False,0,[],22,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': True, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 2, 'n_plus': 6}"
verina_advanced_45,advanced,T1_let_intro,D,definitional,True,,True,1,['verina_advanced_45__T1_let_intro__0'],10,12.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 1}"
verina_advanced_45,advanced,T2_helper_extract,S,definitional,True,,True,1,['verina_advanced_45__T2_helper_extract__0'],10,12.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 1}"
verina_advanced_45,advanced,T3_comm_swap,E,theorem_certified,True,,True,1,['verina_advanced_45__T3_comm_swap__0'],10,10.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 1}"
verina_advanced_45,advanced,T4_cond_invert,E,theorem_certified,False,no_tail_if_then_else,False,0,[],10,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 1}"
verina_advanced_45,advanced,T5_branch_extract,S,definitional,False,no_tail_if_then_else,False,0,[],10,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 1}"
verina_advanced_46,advanced,T1_let_intro,D,definitional,True,,True,1,['verina_advanced_46__T1_let_intro__0'],24,26.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 2, 'n_plus': 1}"
verina_advanced_46,advanced,T2_helper_extract,S,definitional,True,,True,1,['verina_advanced_46__T2_helper_extract__0'],24,26.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 2, 'n_plus': 1}"
verina_advanced_46,advanced,T3_comm_swap,E,theorem_certified,True,,True,1,['verina_advanced_46__T3_comm_swap__0'],24,24.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 2, 'n_plus': 1}"
verina_advanced_46,advanced,T4_cond_invert,E,theorem_certified,False,no_tail_if_then_else,False,0,[],24,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 2, 'n_plus': 1}"
verina_advanced_46,advanced,T5_branch_extract,S,definitional,False,no_tail_if_then_else,False,0,[],24,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 2, 'n_plus': 1}"
verina_advanced_47,advanced,T1_let_intro,D,definitional,True,,True,1,['verina_advanced_47__T1_let_intro__0'],19,21.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 2, 'n_plus': 0}"
verina_advanced_47,advanced,T2_helper_extract,S,definitional,True,,True,1,['verina_advanced_47__T2_helper_extract__0'],19,21.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 2, 'n_plus': 0}"
verina_advanced_47,advanced,T3_comm_swap,E,theorem_certified,False,no_commutative_operator_occurrence,False,0,[],19,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 2, 'n_plus': 0}"
verina_advanced_47,advanced,T4_cond_invert,E,theorem_certified,False,no_tail_if_then_else,False,0,[],19,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 2, 'n_plus': 0}"
verina_advanced_47,advanced,T5_branch_extract,S,definitional,False,no_tail_if_then_else,False,0,[],19,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 2, 'n_plus': 0}"
verina_advanced_48,advanced,T1_let_intro,D,definitional,False,def_level_termination_clause,False,0,[],17,,"{'code_has_def_level_termination': True, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 0}"
verina_advanced_48,advanced,T2_helper_extract,S,definitional,False,def_level_termination_clause,False,0,[],17,,"{'code_has_def_level_termination': True, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 0}"
verina_advanced_48,advanced,T3_comm_swap,E,theorem_certified,False,no_commutative_operator_occurrence,False,0,[],17,,"{'code_has_def_level_termination': True, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 0}"
verina_advanced_48,advanced,T4_cond_invert,E,theorem_certified,False,def_level_termination_clause,False,0,[],17,,"{'code_has_def_level_termination': True, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 0}"
verina_advanced_48,advanced,T5_branch_extract,S,definitional,False,def_level_termination_clause,False,0,[],17,,"{'code_has_def_level_termination': True, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 0}"
verina_advanced_49,advanced,T1_let_intro,D,definitional,True,,True,1,['verina_advanced_49__T1_let_intro__0'],10,12.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 0}"
verina_advanced_49,advanced,T2_helper_extract,S,definitional,True,,True,1,['verina_advanced_49__T2_helper_extract__0'],10,12.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 0}"
verina_advanced_49,advanced,T3_comm_swap,E,theorem_certified,False,no_commutative_operator_occurrence,False,0,[],10,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 0}"
verina_advanced_49,advanced,T4_cond_invert,E,theorem_certified,False,no_tail_if_then_else,False,0,[],10,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 0}"
verina_advanced_49,advanced,T5_branch_extract,S,definitional,False,no_tail_if_then_else,False,0,[],10,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 0}"
verina_advanced_5,advanced,T1_let_intro,D,definitional,True,,True,1,['verina_advanced_5__T1_let_intro__0'],14,16.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 4}"
verina_advanced_5,advanced,T2_helper_extract,S,definitional,True,,True,1,['verina_advanced_5__T2_helper_extract__0'],14,16.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 4}"
verina_advanced_5,advanced,T3_comm_swap,E,theorem_certified,True,,True,3,"['verina_advanced_5__T3_comm_swap__0', 'verina_advanced_5__T3_comm_swap__1', 'verina_advanced_5__T3_comm_swap__2']",14,14.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 4}"
verina_advanced_5,advanced,T4_cond_invert,E,theorem_certified,False,no_tail_if_then_else,False,0,[],14,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 4}"
verina_advanced_5,advanced,T5_branch_extract,S,definitional,False,no_tail_if_then_else,False,0,[],14,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 4}"
verina_advanced_50,advanced,T1_let_intro,D,definitional,True,,True,1,['verina_advanced_50__T1_let_intro__0'],4,6.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 0, 'n_plus': 0}"
verina_advanced_50,advanced,T2_helper_extract,S,definitional,True,,True,1,['verina_advanced_50__T2_helper_extract__0'],4,6.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 0, 'n_plus': 0}"
verina_advanced_50,advanced,T3_comm_swap,E,theorem_certified,False,no_commutative_operator_occurrence,False,0,[],4,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 0, 'n_plus': 0}"
verina_advanced_50,advanced,T4_cond_invert,E,theorem_certified,False,no_tail_if_then_else,False,0,[],4,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 0, 'n_plus': 0}"
verina_advanced_50,advanced,T5_branch_extract,S,definitional,False,no_tail_if_then_else,False,0,[],4,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 0, 'n_plus': 0}"
verina_advanced_51,advanced,T1_let_intro,D,definitional,True,,True,1,['verina_advanced_51__T1_let_intro__0'],2,4.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 0, 'n_plus': 0}"
verina_advanced_51,advanced,T2_helper_extract,S,definitional,True,,True,1,['verina_advanced_51__T2_helper_extract__0'],2,4.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 0, 'n_plus': 0}"
verina_advanced_51,advanced,T3_comm_swap,E,theorem_certified,False,no_commutative_operator_occurrence,False,0,[],2,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 0, 'n_plus': 0}"
verina_advanced_51,advanced,T4_cond_invert,E,theorem_certified,False,no_tail_if_then_else,False,0,[],2,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 0, 'n_plus': 0}"
verina_advanced_51,advanced,T5_branch_extract,S,definitional,False,no_tail_if_then_else,False,0,[],2,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 0, 'n_plus': 0}"
verina_advanced_52,advanced,T1_let_intro,D,definitional,True,,True,1,['verina_advanced_52__T1_let_intro__0'],16,18.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 4, 'n_plus': 2}"
verina_advanced_52,advanced,T2_helper_extract,S,definitional,True,,True,1,['verina_advanced_52__T2_helper_extract__0'],16,18.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 4, 'n_plus': 2}"
verina_advanced_52,advanced,T3_comm_swap,E,theorem_certified,True,,True,2,"['verina_advanced_52__T3_comm_swap__0', 'verina_advanced_52__T3_comm_swap__1']",16,16.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 4, 'n_plus': 2}"
verina_advanced_52,advanced,T4_cond_invert,E,theorem_certified,True,,True,1,['verina_advanced_52__T4_cond_invert__0'],16,17.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 4, 'n_plus': 2}"
verina_advanced_52,advanced,T5_branch_extract,S,definitional,False,bindings_before_tail_if,False,0,[],16,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 4, 'n_plus': 2}"
verina_advanced_53,advanced,T1_let_intro,D,definitional,False,def_level_termination_clause,False,0,[],21,,"{'code_has_def_level_termination': True, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 10, 'n_plus': 1}"
verina_advanced_53,advanced,T2_helper_extract,S,definitional,False,def_level_termination_clause,False,0,[],21,,"{'code_has_def_level_termination': True, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 10, 'n_plus': 1}"
verina_advanced_53,advanced,T3_comm_swap,E,theorem_certified,True,,True,1,['verina_advanced_53__T3_comm_swap__0'],21,21.0,"{'code_has_def_level_termination': True, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 10, 'n_plus': 1}"
verina_advanced_53,advanced,T4_cond_invert,E,theorem_certified,False,def_level_termination_clause,False,0,[],21,,"{'code_has_def_level_termination': True, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 10, 'n_plus': 1}"
verina_advanced_53,advanced,T5_branch_extract,S,definitional,False,def_level_termination_clause,False,0,[],21,,"{'code_has_def_level_termination': True, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 10, 'n_plus': 1}"
verina_advanced_54,advanced,T1_let_intro,D,definitional,True,,True,1,['verina_advanced_54__T1_let_intro__0'],4,6.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 2}"
verina_advanced_54,advanced,T2_helper_extract,S,definitional,True,,True,1,['verina_advanced_54__T2_helper_extract__0'],4,6.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 2}"
verina_advanced_54,advanced,T3_comm_swap,E,theorem_certified,True,,True,1,['verina_advanced_54__T3_comm_swap__0'],4,4.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 2}"
verina_advanced_54,advanced,T4_cond_invert,E,theorem_certified,False,no_tail_if_then_else,False,0,[],4,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 2}"
verina_advanced_54,advanced,T5_branch_extract,S,definitional,False,no_tail_if_then_else,False,0,[],4,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 2}"
verina_advanced_55,advanced,T1_let_intro,D,definitional,True,,True,1,['verina_advanced_55__T1_let_intro__0'],4,6.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 0, 'n_plus': 0}"
verina_advanced_55,advanced,T2_helper_extract,S,definitional,True,,True,1,['verina_advanced_55__T2_helper_extract__0'],4,6.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 0, 'n_plus': 0}"
verina_advanced_55,advanced,T3_comm_swap,E,theorem_certified,False,no_commutative_operator_occurrence,False,0,[],4,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 0, 'n_plus': 0}"
verina_advanced_55,advanced,T4_cond_invert,E,theorem_certified,False,no_tail_if_then_else,False,0,[],4,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 0, 'n_plus': 0}"
verina_advanced_55,advanced,T5_branch_extract,S,definitional,False,no_tail_if_then_else,False,0,[],4,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 0, 'n_plus': 0}"
verina_advanced_56,advanced,T1_let_intro,D,definitional,True,,True,1,['verina_advanced_56__T1_let_intro__0'],3,5.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 0, 'n_plus': 0}"
verina_advanced_56,advanced,T2_helper_extract,S,definitional,True,,True,1,['verina_advanced_56__T2_helper_extract__0'],3,5.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 0, 'n_plus': 0}"
verina_advanced_56,advanced,T3_comm_swap,E,theorem_certified,False,no_commutative_operator_occurrence,False,0,[],3,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 0, 'n_plus': 0}"
verina_advanced_56,advanced,T4_cond_invert,E,theorem_certified,False,no_tail_if_then_else,False,0,[],3,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 0, 'n_plus': 0}"
verina_advanced_56,advanced,T5_branch_extract,S,definitional,False,no_tail_if_then_else,False,0,[],3,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 0, 'n_plus': 0}"
verina_advanced_57,advanced,T1_let_intro,D,definitional,True,,True,1,['verina_advanced_57__T1_let_intro__0'],38,40.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 4, 'n_plus': 2}"
verina_advanced_57,advanced,T2_helper_extract,S,definitional,True,,True,1,['verina_advanced_57__T2_helper_extract__0'],38,40.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 4, 'n_plus': 2}"
verina_advanced_57,advanced,T3_comm_swap,E,theorem_certified,True,,True,2,"['verina_advanced_57__T3_comm_swap__0', 'verina_advanced_57__T3_comm_swap__1']",38,38.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 4, 'n_plus': 2}"
verina_advanced_57,advanced,T4_cond_invert,E,theorem_certified,False,no_tail_if_then_else,False,0,[],38,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 4, 'n_plus': 2}"
verina_advanced_57,advanced,T5_branch_extract,S,definitional,False,no_tail_if_then_else,False,0,[],38,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 4, 'n_plus': 2}"
verina_advanced_58,advanced,T1_let_intro,D,definitional,True,,True,1,['verina_advanced_58__T1_let_intro__0'],7,9.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 0, 'n_plus': 0}"
verina_advanced_58,advanced,T2_helper_extract,S,definitional,True,,True,1,['verina_advanced_58__T2_helper_extract__0'],7,9.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 0, 'n_plus': 0}"
verina_advanced_58,advanced,T3_comm_swap,E,theorem_certified,False,no_commutative_operator_occurrence,False,0,[],7,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 0, 'n_plus': 0}"
verina_advanced_58,advanced,T4_cond_invert,E,theorem_certified,False,no_tail_if_then_else,False,0,[],7,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 0, 'n_plus': 0}"
verina_advanced_58,advanced,T5_branch_extract,S,definitional,False,no_tail_if_then_else,False,0,[],7,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 0, 'n_plus': 0}"
verina_advanced_59,advanced,T1_let_intro,D,definitional,True,,True,1,['verina_advanced_59__T1_let_intro__0'],14,16.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 3, 'n_plus': 1}"
verina_advanced_59,advanced,T2_helper_extract,S,definitional,True,,True,1,['verina_advanced_59__T2_helper_extract__0'],14,16.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 3, 'n_plus': 1}"
verina_advanced_59,advanced,T3_comm_swap,E,theorem_certified,True,,True,2,"['verina_advanced_59__T3_comm_swap__0', 'verina_advanced_59__T3_comm_swap__1']",14,14.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 3, 'n_plus': 1}"
verina_advanced_59,advanced,T4_cond_invert,E,theorem_certified,False,no_tail_if_then_else,False,0,[],14,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 3, 'n_plus': 1}"
verina_advanced_59,advanced,T5_branch_extract,S,definitional,False,no_tail_if_then_else,False,0,[],14,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 3, 'n_plus': 1}"
