variant_id,task_id,source,transformation,template,function_name,helper,control_unedited_fails,repaired,outcome,first_error,material_provenance,tokens_changed,lines_changed,diff_file
verina_basic_55__T2_helper_extract__0,verina_basic_55,goedel-prover-v2-8b,T2_helper_extract,simp_add_helper,Compare,Compare__rp_helper_56630b5e,True,False,proof_fails,"tactic 'aesop' failed, made no progress
Initial goal:
  a b : ℤ
  h_precond : Compare_precond a b
  h_ne : ¬a = b
  ⊢ Compare__rp_helper_56630b5e a b h_precond = false
","primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_55__T2_helper_extract__0__goedel-prover-v2-8b__simp_add_helper.diff
verina_basic_55__T2_helper_extract__0,verina_basic_55,reference,T2_helper_extract,unfold_add_helper,Compare,Compare__rp_helper_56630b5e,True,True,survives,,VERINA task.lean proof/proof_aux/import blocks,1,1,mechanical_repair_diffs/verina_basic_55__T2_helper_extract__0__reference__unfold_add_helper.diff
verina_basic_55__T5_branch_extract__0,verina_basic_55,reference,T5_branch_extract,unfold_add_helper,Compare,Compare__rp_branch_e4570326,True,True,survives,,VERINA task.lean proof/proof_aux/import blocks,1,1,mechanical_repair_diffs/verina_basic_55__T5_branch_extract__0__reference__unfold_add_helper.diff
verina_basic_59__T2_helper_extract__0,verina_basic_59,deepseek-prover-v2-7b,T2_helper_extract,simp_add_helper,DoubleQuadruple,DoubleQuadruple__rp_helper_8062be2e,True,False,proof_fails,"tactic 'aesop' failed, made no progress
Initial goal:
  case right
  x : ℤ
  h_precond : DoubleQuadruple_precond x
  ⊢ (DoubleQuadruple__rp_helper_8062be2e x h_precond).2 = (DoubleQuadruple__rp_helper_8062be2e x h_precond).1 * 2
","primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_59__T2_helper_extract__0__deepseek-prover-v2-7b__simp_add_helper.diff
verina_basic_59__T2_helper_extract__0,verina_basic_59,goedel-prover-v2-32b,T2_helper_extract,dsimp_add_helper,DoubleQuadruple,DoubleQuadruple__rp_helper_8062be2e,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_59__T2_helper_extract__0__goedel-prover-v2-32b__dsimp_add_helper.diff
verina_basic_59__T2_helper_extract__0,verina_basic_59,goedel-prover-v2-8b,T2_helper_extract,simp_add_helper,DoubleQuadruple,DoubleQuadruple__rp_helper_8062be2e,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_59__T2_helper_extract__0__goedel-prover-v2-8b__simp_add_helper.diff
verina_basic_5__T2_helper_extract__0,verina_basic_5,goedel-prover-v2-32b,T2_helper_extract,dsimp_add_helper,multiply,multiply__rp_helper_3cc08e31,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_5__T2_helper_extract__0__goedel-prover-v2-32b__dsimp_add_helper.diff
verina_basic_5__T2_helper_extract__0,verina_basic_5,goedel-prover-v2-8b,T2_helper_extract,simp_add_helper,multiply,multiply__rp_helper_3cc08e31,True,False,proof_fails,"simp_all made no progress
","primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_5__T2_helper_extract__0__goedel-prover-v2-8b__simp_add_helper.diff
verina_basic_5__T2_helper_extract__0,verina_basic_5,reference,T2_helper_extract,unfold_add_helper,multiply,multiply__rp_helper_3cc08e31,True,True,survives,,VERINA task.lean proof/proof_aux/import blocks,1,1,mechanical_repair_diffs/verina_basic_5__T2_helper_extract__0__reference__unfold_add_helper.diff
verina_basic_66__T2_helper_extract__0,verina_basic_66,deepseek-prover-v2-7b,T2_helper_extract,unfold_add_helper,ComputeIsEven,ComputeIsEven__rp_helper_c370e361,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",1,1,mechanical_repair_diffs/verina_basic_66__T2_helper_extract__0__deepseek-prover-v2-7b__unfold_add_helper.diff
verina_basic_66__T2_helper_extract__0,verina_basic_66,goedel-prover-v2-32b,T2_helper_extract,dsimp_add_helper,ComputeIsEven,ComputeIsEven__rp_helper_c370e361,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_66__T2_helper_extract__0__goedel-prover-v2-32b__dsimp_add_helper.diff
verina_basic_66__T2_helper_extract__0,verina_basic_66,goedel-prover-v2-8b,T2_helper_extract,dsimp_add_helper,ComputeIsEven,ComputeIsEven__rp_helper_c370e361,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_66__T2_helper_extract__0__goedel-prover-v2-8b__dsimp_add_helper.diff
verina_basic_66__T2_helper_extract__0,verina_basic_66,reference,T2_helper_extract,unfold_add_helper,ComputeIsEven,ComputeIsEven__rp_helper_c370e361,True,True,survives,,VERINA task.lean proof/proof_aux/import blocks,1,1,mechanical_repair_diffs/verina_basic_66__T2_helper_extract__0__reference__unfold_add_helper.diff
verina_basic_66__T5_branch_extract__0,verina_basic_66,deepseek-prover-v2-7b,T5_branch_extract,unfold_add_helper,ComputeIsEven,ComputeIsEven__rp_branch_87fb4e70,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",1,1,mechanical_repair_diffs/verina_basic_66__T5_branch_extract__0__deepseek-prover-v2-7b__unfold_add_helper.diff
verina_basic_66__T5_branch_extract__0,verina_basic_66,goedel-prover-v2-32b,T5_branch_extract,dsimp_add_helper,ComputeIsEven,ComputeIsEven__rp_branch_87fb4e70,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_66__T5_branch_extract__0__goedel-prover-v2-32b__dsimp_add_helper.diff
verina_basic_66__T5_branch_extract__0,verina_basic_66,goedel-prover-v2-8b,T5_branch_extract,dsimp_add_helper,ComputeIsEven,ComputeIsEven__rp_branch_87fb4e70,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_66__T5_branch_extract__0__goedel-prover-v2-8b__dsimp_add_helper.diff
verina_basic_66__T5_branch_extract__0,verina_basic_66,reference,T5_branch_extract,unfold_add_helper,ComputeIsEven,ComputeIsEven__rp_branch_87fb4e70,True,True,survives,,VERINA task.lean proof/proof_aux/import blocks,1,1,mechanical_repair_diffs/verina_basic_66__T5_branch_extract__0__reference__unfold_add_helper.diff
verina_basic_68__T2_helper_extract__0,verina_basic_68,reference,T2_helper_extract,unfold_add_helper,LinearSearch,LinearSearch__rp_helper_bd5bba3d,True,False,proof_fails,unknown constant 'LinearSearch.loop',VERINA task.lean proof/proof_aux/import blocks,1,1,mechanical_repair_diffs/verina_basic_68__T2_helper_extract__0__reference__unfold_add_helper.diff
verina_basic_6__T2_helper_extract__0,verina_basic_6,deepseek-prover-v2-7b,T2_helper_extract,dsimp_add_helper,minOfThree,minOfThree__rp_helper_d6baf0a7,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_6__T2_helper_extract__0__deepseek-prover-v2-7b__dsimp_add_helper.diff
verina_basic_6__T2_helper_extract__0,verina_basic_6,goedel-prover-v2-8b,T2_helper_extract,dsimp_add_helper,minOfThree,minOfThree__rp_helper_d6baf0a7,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_6__T2_helper_extract__0__goedel-prover-v2-8b__dsimp_add_helper.diff
verina_basic_6__T2_helper_extract__0,verina_basic_6,reference,T2_helper_extract,unfold_add_helper,minOfThree,minOfThree__rp_helper_d6baf0a7,True,True,survives,,VERINA task.lean proof/proof_aux/import blocks,1,1,mechanical_repair_diffs/verina_basic_6__T2_helper_extract__0__reference__unfold_add_helper.diff
verina_basic_6__T5_branch_extract__0,verina_basic_6,deepseek-prover-v2-7b,T5_branch_extract,dsimp_add_helper,minOfThree,minOfThree__rp_branch_73840f67,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_6__T5_branch_extract__0__deepseek-prover-v2-7b__dsimp_add_helper.diff
verina_basic_6__T5_branch_extract__0,verina_basic_6,goedel-prover-v2-8b,T5_branch_extract,dsimp_add_helper,minOfThree,minOfThree__rp_branch_73840f67,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_6__T5_branch_extract__0__goedel-prover-v2-8b__dsimp_add_helper.diff
verina_basic_6__T5_branch_extract__0,verina_basic_6,reference,T5_branch_extract,unfold_add_helper,minOfThree,minOfThree__rp_branch_73840f67,True,True,survives,,VERINA task.lean proof/proof_aux/import blocks,1,1,mechanical_repair_diffs/verina_basic_6__T5_branch_extract__0__reference__unfold_add_helper.diff
verina_basic_76__T2_helper_extract__0,verina_basic_76,deepseek-prover-v2-7b,T2_helper_extract,simp_add_helper,myMin,myMin__rp_helper_5e5dcb4d,True,False,proof_fails,"tactic 'aesop' failed, made no progress
Initial goal:
  case left
  x y : ℤ
  h_precond : myMin_precond x y
  h : x ≤ y
  h₁ : y ≤ x → y = x
  ⊢ myMin__rp_helper_5e5dcb4d x y h_precond = x","primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_76__T2_helper_extract__0__deepseek-prover-v2-7b__simp_add_helper.diff
verina_basic_76__T2_helper_extract__0,verina_basic_76,goedel-prover-v2-32b,T2_helper_extract,simp_add_helper,myMin,myMin__rp_helper_5e5dcb4d,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_76__T2_helper_extract__0__goedel-prover-v2-32b__simp_add_helper.diff
verina_basic_76__T2_helper_extract__0,verina_basic_76,goedel-prover-v2-8b,T2_helper_extract,dsimp_add_helper,myMin,myMin__rp_helper_5e5dcb4d,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_76__T2_helper_extract__0__goedel-prover-v2-8b__dsimp_add_helper.diff
verina_basic_76__T2_helper_extract__0,verina_basic_76,reference,T2_helper_extract,unfold_add_helper,myMin,myMin__rp_helper_5e5dcb4d,True,True,survives,,VERINA task.lean proof/proof_aux/import blocks,1,1,mechanical_repair_diffs/verina_basic_76__T2_helper_extract__0__reference__unfold_add_helper.diff
verina_basic_76__T5_branch_extract__0,verina_basic_76,goedel-prover-v2-32b,T5_branch_extract,simp_add_helper,myMin,myMin__rp_branch_b558f2ed,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_76__T5_branch_extract__0__goedel-prover-v2-32b__simp_add_helper.diff
verina_basic_76__T5_branch_extract__0,verina_basic_76,goedel-prover-v2-8b,T5_branch_extract,dsimp_add_helper,myMin,myMin__rp_branch_b558f2ed,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_76__T5_branch_extract__0__goedel-prover-v2-8b__dsimp_add_helper.diff
verina_basic_76__T5_branch_extract__0,verina_basic_76,reference,T5_branch_extract,unfold_add_helper,myMin,myMin__rp_branch_b558f2ed,True,True,survives,,VERINA task.lean proof/proof_aux/import blocks,1,1,mechanical_repair_diffs/verina_basic_76__T5_branch_extract__0__reference__unfold_add_helper.diff
verina_basic_78__T2_helper_extract__0,verina_basic_78,deepseek-prover-v2-7b,T2_helper_extract,simp_add_helper,MultipleReturns,MultipleReturns__rp_helper_39d93fc9,True,False,proof_fails,"linarith failed to find a contradiction
case h1.h
x y : ℤ
h_precond : MultipleReturns_precond x y
h1 : (MultipleReturns x y h_precond).1 = x + y
a✝ : y + (MultipleReturns__rp_helper_39d93fc9 x y h_precond).2 < x
⊢ False failed
","primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_78__T2_helper_extract__0__deepseek-prover-v2-7b__simp_add_helper.diff
verina_basic_78__T2_helper_extract__0,verina_basic_78,goedel-prover-v2-32b,T2_helper_extract,dsimp_add_helper,MultipleReturns,MultipleReturns__rp_helper_39d93fc9,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_78__T2_helper_extract__0__goedel-prover-v2-32b__dsimp_add_helper.diff
verina_basic_78__T2_helper_extract__0,verina_basic_78,goedel-prover-v2-8b,T2_helper_extract,dsimp_add_helper,MultipleReturns,MultipleReturns__rp_helper_39d93fc9,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_78__T2_helper_extract__0__goedel-prover-v2-8b__dsimp_add_helper.diff
verina_basic_78__T2_helper_extract__0,verina_basic_78,reference,T2_helper_extract,unfold_add_helper,MultipleReturns,MultipleReturns__rp_helper_39d93fc9,True,True,survives,,VERINA task.lean proof/proof_aux/import blocks,1,1,mechanical_repair_diffs/verina_basic_78__T2_helper_extract__0__reference__unfold_add_helper.diff
verina_basic_81__T2_helper_extract__0,verina_basic_81,reference,T2_helper_extract,unfold_add_helper,DivisionFunction,DivisionFunction__rp_helper_e90423eb,True,True,survives,,VERINA task.lean proof/proof_aux/import blocks,1,1,mechanical_repair_diffs/verina_basic_81__T2_helper_extract__0__reference__unfold_add_helper.diff
verina_basic_81__T5_branch_extract__0,verina_basic_81,reference,T5_branch_extract,unfold_add_helper,DivisionFunction,DivisionFunction__rp_branch_e20d15dc,True,True,survives,,VERINA task.lean proof/proof_aux/import blocks,1,1,mechanical_repair_diffs/verina_basic_81__T5_branch_extract__0__reference__unfold_add_helper.diff
verina_basic_88__T2_helper_extract__0,verina_basic_88,deepseek-prover-v2-7b,T2_helper_extract,simp_add_helper,ToArray,ToArray__rp_helper_a2d904a6,True,False,proof_fails,"unknown constant 'List.get_toArray'
","primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_88__T2_helper_extract__0__deepseek-prover-v2-7b__simp_add_helper.diff
verina_basic_8__T2_helper_extract__0,verina_basic_8,deepseek-prover-v2-7b,T2_helper_extract,dsimp_add_helper,myMin,myMin__rp_helper_829c4a21,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_8__T2_helper_extract__0__deepseek-prover-v2-7b__dsimp_add_helper.diff
verina_basic_8__T2_helper_extract__0,verina_basic_8,goedel-prover-v2-32b,T2_helper_extract,dsimp_add_helper,myMin,myMin__rp_helper_829c4a21,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_8__T2_helper_extract__0__goedel-prover-v2-32b__dsimp_add_helper.diff
verina_basic_8__T2_helper_extract__0,verina_basic_8,goedel-prover-v2-8b,T2_helper_extract,dsimp_add_helper,myMin,myMin__rp_helper_829c4a21,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_8__T2_helper_extract__0__goedel-prover-v2-8b__dsimp_add_helper.diff
verina_basic_8__T2_helper_extract__0,verina_basic_8,reference,T2_helper_extract,unfold_add_helper,myMin,myMin__rp_helper_829c4a21,True,True,survives,,VERINA task.lean proof/proof_aux/import blocks,1,1,mechanical_repair_diffs/verina_basic_8__T2_helper_extract__0__reference__unfold_add_helper.diff
verina_basic_8__T5_branch_extract__0,verina_basic_8,deepseek-prover-v2-7b,T5_branch_extract,dsimp_add_helper,myMin,myMin__rp_branch_c77e3e9a,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_8__T5_branch_extract__0__deepseek-prover-v2-7b__dsimp_add_helper.diff
verina_basic_8__T5_branch_extract__0,verina_basic_8,goedel-prover-v2-32b,T5_branch_extract,dsimp_add_helper,myMin,myMin__rp_branch_c77e3e9a,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_8__T5_branch_extract__0__goedel-prover-v2-32b__dsimp_add_helper.diff
verina_basic_8__T5_branch_extract__0,verina_basic_8,goedel-prover-v2-8b,T5_branch_extract,dsimp_add_helper,myMin,myMin__rp_branch_c77e3e9a,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_8__T5_branch_extract__0__goedel-prover-v2-8b__dsimp_add_helper.diff
verina_basic_8__T5_branch_extract__0,verina_basic_8,reference,T5_branch_extract,unfold_add_helper,myMin,myMin__rp_branch_c77e3e9a,True,True,survives,,VERINA task.lean proof/proof_aux/import blocks,1,1,mechanical_repair_diffs/verina_basic_8__T5_branch_extract__0__reference__unfold_add_helper.diff
verina_basic_91__T2_helper_extract__0,verina_basic_91,deepseek-prover-v2-7b,T2_helper_extract,dsimp_add_helper,Swap,Swap__rp_helper_6bee5f12,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_91__T2_helper_extract__0__deepseek-prover-v2-7b__dsimp_add_helper.diff
verina_basic_91__T2_helper_extract__0,verina_basic_91,goedel-prover-v2-32b,T2_helper_extract,dsimp_add_helper,Swap,Swap__rp_helper_6bee5f12,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_91__T2_helper_extract__0__goedel-prover-v2-32b__dsimp_add_helper.diff
verina_basic_91__T2_helper_extract__0,verina_basic_91,reference,T2_helper_extract,unfold_add_helper,Swap,Swap__rp_helper_6bee5f12,True,True,survives,,VERINA task.lean proof/proof_aux/import blocks,1,1,mechanical_repair_diffs/verina_basic_91__T2_helper_extract__0__reference__unfold_add_helper.diff
verina_basic_92__T2_helper_extract__0,verina_basic_92,deepseek-prover-v2-7b,T2_helper_extract,dsimp_add_helper,SwapArithmetic,SwapArithmetic__rp_helper_2265221a,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_92__T2_helper_extract__0__deepseek-prover-v2-7b__dsimp_add_helper.diff
verina_basic_92__T2_helper_extract__0,verina_basic_92,goedel-prover-v2-32b,T2_helper_extract,dsimp_add_helper,SwapArithmetic,SwapArithmetic__rp_helper_2265221a,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_92__T2_helper_extract__0__goedel-prover-v2-32b__dsimp_add_helper.diff
verina_basic_92__T2_helper_extract__0,verina_basic_92,goedel-prover-v2-8b,T2_helper_extract,dsimp_add_helper,SwapArithmetic,SwapArithmetic__rp_helper_2265221a,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_92__T2_helper_extract__0__goedel-prover-v2-8b__dsimp_add_helper.diff
verina_basic_92__T2_helper_extract__0,verina_basic_92,reference,T2_helper_extract,unfold_add_helper,SwapArithmetic,SwapArithmetic__rp_helper_2265221a,True,True,survives,,VERINA task.lean proof/proof_aux/import blocks,1,1,mechanical_repair_diffs/verina_basic_92__T2_helper_extract__0__reference__unfold_add_helper.diff
verina_basic_95__T2_helper_extract__0,verina_basic_95,reference,T2_helper_extract,unfold_add_helper,swap,swap__rp_helper_d46bfdfe,True,True,survives,,VERINA task.lean proof/proof_aux/import blocks,1,1,mechanical_repair_diffs/verina_basic_95__T2_helper_extract__0__reference__unfold_add_helper.diff
verina_basic_96__T2_helper_extract__0,verina_basic_96,reference,T2_helper_extract,unfold_add_helper,SwapSimultaneous,SwapSimultaneous__rp_helper_5fb3d255,True,True,survives,,VERINA task.lean proof/proof_aux/import blocks,1,1,mechanical_repair_diffs/verina_basic_96__T2_helper_extract__0__reference__unfold_add_helper.diff
verina_basic_97__T2_helper_extract__0,verina_basic_97,reference,T2_helper_extract,unfold_add_helper,TestArrayElements,TestArrayElements__rp_helper_9bca1c3a,True,True,survives,,VERINA task.lean proof/proof_aux/import blocks,1,1,mechanical_repair_diffs/verina_basic_97__T2_helper_extract__0__reference__unfold_add_helper.diff
verina_basic_98__T2_helper_extract__0,verina_basic_98,deepseek-prover-v2-7b,T2_helper_extract,simp_add_helper,Triple,Triple__rp_helper_c4a61f58,True,False,proof_fails,"omega could not prove the goal:
a possible counterexample may satisfy the constraints
  -2 ≤ 3*a - b ≤ 0
  3*a - c ≥ 1
where
 a := x
 b := Triple x h_precond
 c := Triple__rp_helper_c4a61f58 x h_precond","primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_98__T2_helper_extract__0__deepseek-prover-v2-7b__simp_add_helper.diff
verina_basic_98__T2_helper_extract__0,verina_basic_98,reference,T2_helper_extract,unfold_add_helper,Triple,Triple__rp_helper_c4a61f58,True,True,survives,,VERINA task.lean proof/proof_aux/import blocks,1,1,mechanical_repair_diffs/verina_basic_98__T2_helper_extract__0__reference__unfold_add_helper.diff
verina_basic_99__T2_helper_extract__0,verina_basic_99,deepseek-prover-v2-7b,T2_helper_extract,dsimp_add_helper,Triple,Triple__rp_helper_5b862de8,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_99__T2_helper_extract__0__deepseek-prover-v2-7b__dsimp_add_helper.diff
verina_basic_99__T2_helper_extract__0,verina_basic_99,goedel-prover-v2-32b,T2_helper_extract,dsimp_add_helper,Triple,Triple__rp_helper_5b862de8,True,False,proof_fails,"tactic 'split_ifs' failed, no if-then-else conditions to split
x : ℤ
h_precond : Triple_precond x
h_main h₁ : Triple x h_precond / 3 = x
h₂ : Triple x h_precond / 3 * 3 = x * 3
⊢ Triple__rp_helper_5b862de8 x h_precond = 3 * x
","primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_99__T2_helper_extract__0__goedel-prover-v2-32b__dsimp_add_helper.diff
verina_basic_99__T2_helper_extract__0,verina_basic_99,goedel-prover-v2-8b,T2_helper_extract,dsimp_add_helper,Triple,Triple__rp_helper_5b862de8,True,False,proof_fails,"linarith failed to find a contradiction
case h1.h
x : ℤ
h_precond : Triple_precond x
h : 18 ≤ x
a✝ : Triple__rp_helper_5b862de8 x h_precond < x * 3
⊢ False failed
","primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_99__T2_helper_extract__0__goedel-prover-v2-8b__dsimp_add_helper.diff
verina_basic_99__T2_helper_extract__0,verina_basic_99,reference,T2_helper_extract,unfold_add_helper,Triple,Triple__rp_helper_5b862de8,True,True,survives,,VERINA task.lean proof/proof_aux/import blocks,1,1,mechanical_repair_diffs/verina_basic_99__T2_helper_extract__0__reference__unfold_add_helper.diff
verina_basic_99__T5_branch_extract__0,verina_basic_99,deepseek-prover-v2-7b,T5_branch_extract,dsimp_add_helper,Triple,Triple__rp_branch_609232c2,True,True,survives,,"primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_99__T5_branch_extract__0__deepseek-prover-v2-7b__dsimp_add_helper.diff
verina_basic_99__T5_branch_extract__0,verina_basic_99,goedel-prover-v2-32b,T5_branch_extract,dsimp_add_helper,Triple,Triple__rp_branch_609232c2,True,False,proof_fails,"omega could not prove the goal:
a possible counterexample may satisfy the constraints
  a ≥ 18
  -2 ≤ 3*a - b ≤ 0
  3*a - c ≥ 1
where
 a := x
 b := Triple x h_precond
 c := Triple__rp_branch_609232c2 x h_precond
","primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_99__T5_branch_extract__0__goedel-prover-v2-32b__dsimp_add_helper.diff
verina_basic_99__T5_branch_extract__0,verina_basic_99,goedel-prover-v2-8b,T5_branch_extract,dsimp_add_helper,Triple,Triple__rp_branch_609232c2,True,False,proof_fails,"linarith failed to find a contradiction
case h1.h
x : ℤ
h_precond : Triple_precond x
h : 18 ≤ x
a✝ : (if x < 18 then x * 6 / 2 else Triple__rp_branch_609232c2 x h_precond) < x * 3
⊢ False failed
","primary row of results/model_proofs.jsonl, proof hash verified",2,1,mechanical_repair_diffs/verina_basic_99__T5_branch_extract__0__goedel-prover-v2-8b__dsimp_add_helper.diff
verina_basic_99__T5_branch_extract__0,verina_basic_99,reference,T5_branch_extract,unfold_add_helper,Triple,Triple__rp_branch_609232c2,True,True,survives,,VERINA task.lean proof/proof_aux/import blocks,1,1,mechanical_repair_diffs/verina_basic_99__T5_branch_extract__0__reference__unfold_add_helper.diff
verina_basic_9__T2_helper_extract__0,verina_basic_9,reference,T2_helper_extract,unfold_add_helper,hasCommonElement,hasCommonElement__rp_helper_db5fe7c5,True,True,survives,,VERINA task.lean proof/proof_aux/import blocks,1,1,mechanical_repair_diffs/verina_basic_9__T2_helper_extract__0__reference__unfold_add_helper.diff
