task_id,proof_source,variant_id,transformation,class,survives,survival_outcome,mechanism,supporting_fragment,unambiguous,all_matched_categories,notes
verina_basic_78,goedel-prover-v2-32b,verina_basic_78__T2_helper_extract__0,T2_helper_extract,structural,False,proof_fails,simp[f],"dsimp [MultipleReturns, MultipleReturns_postcond, MultipleReturns_precond]",True,simp[f],single bridging construct
verina_basic_78,goedel-prover-v2-8b,verina_basic_78__T2_helper_extract__0,T2_helper_extract,structural,False,proof_fails,simp[f],"dsimp [MultipleReturns_postcond, MultipleReturns, MultipleReturns_precond]",True,simp[f],single bridging construct
verina_basic_78,deepseek-prover-v2-7b,verina_basic_78__T3_comm_swap__0,T3_comm_swap,semantic,False,proof_fails,simp[f],"simp [MultipleReturns, MultipleReturns_precond, h_precond]",True,simp[f],single bridging construct
verina_basic_78,goedel-prover-v2-32b,verina_basic_78__T3_comm_swap__0,T3_comm_swap,semantic,False,proof_fails,simp[f],"dsimp [MultipleReturns, MultipleReturns_postcond, MultipleReturns_precond]",True,simp[f],single bridging construct
verina_basic_78,goedel-prover-v2-8b,verina_basic_78__T3_comm_swap__0,T3_comm_swap,semantic,True,survives,simp[f],"dsimp [MultipleReturns_postcond, MultipleReturns, MultipleReturns_precond]",True,simp[f],single bridging construct
verina_basic_8,deepseek-prover-v2-7b,verina_basic_8__T2_helper_extract__0,T2_helper_extract,structural,False,proof_fails,simp[f],"dsimp [myMin, myMin_precond]",True,simp[f],single bridging construct
verina_basic_8,goedel-prover-v2-32b,verina_basic_8__T2_helper_extract__0,T2_helper_extract,structural,False,proof_fails,simp[f],"dsimp [myMin_postcond, myMin, myMin_precond]",True,simp[f],single bridging construct
verina_basic_8,goedel-prover-v2-8b,verina_basic_8__T2_helper_extract__0,T2_helper_extract,structural,False,proof_fails,simp[f],"dsimp [myMin, myMin_precond, myMin_postcond]",True,simp[f],single bridging construct
verina_basic_8,deepseek-prover-v2-7b,verina_basic_8__T4_cond_invert__0,T4_cond_invert,semantic,True,survives,simp[f],"dsimp [myMin, myMin_precond]",True,simp[f],single bridging construct
verina_basic_8,goedel-prover-v2-32b,verina_basic_8__T4_cond_invert__0,T4_cond_invert,semantic,True,survives,simp[f],"dsimp [myMin_postcond, myMin, myMin_precond]",True,simp[f],single bridging construct
verina_basic_8,goedel-prover-v2-8b,verina_basic_8__T4_cond_invert__0,T4_cond_invert,semantic,True,survives,simp[f],"dsimp [myMin, myMin_precond, myMin_postcond]",True,simp[f],single bridging construct
verina_basic_8,deepseek-prover-v2-7b,verina_basic_8__T5_branch_extract__0,T5_branch_extract,structural,False,proof_fails,simp[f],"dsimp [myMin, myMin_precond]",True,simp[f],single bridging construct
verina_basic_8,goedel-prover-v2-32b,verina_basic_8__T5_branch_extract__0,T5_branch_extract,structural,False,proof_fails,simp[f],"dsimp [myMin_postcond, myMin, myMin_precond]",True,simp[f],single bridging construct
verina_basic_8,goedel-prover-v2-8b,verina_basic_8__T5_branch_extract__0,T5_branch_extract,structural,False,proof_fails,simp[f],"dsimp [myMin, myMin_precond, myMin_postcond]",True,simp[f],single bridging construct
verina_basic_88,deepseek-prover-v2-7b,verina_basic_88__T2_helper_extract__0,T2_helper_extract,structural,False,proof_fails,simp[f],simp [ToArray],True,simp[f],single bridging construct
verina_basic_91,deepseek-prover-v2-7b,verina_basic_91__T2_helper_extract__0,T2_helper_extract,structural,False,proof_fails,simp[f],dsimp [Swap],True,simp[f],single bridging construct
verina_basic_91,goedel-prover-v2-32b,verina_basic_91__T2_helper_extract__0,T2_helper_extract,structural,False,proof_fails,simp[f],dsimp [Swap],True,simp[f],single bridging construct
verina_basic_91,goedel-prover-v2-8b,verina_basic_91__T2_helper_extract__0,T2_helper_extract,structural,True,survives,simp[f],"simp [Swap, Swap_precond, Prod.ext_iff]",True,simp[f],single bridging construct
verina_basic_92,deepseek-prover-v2-7b,verina_basic_92__T2_helper_extract__0,T2_helper_extract,structural,False,proof_fails,simp[f],"dsimp only [SwapArithmetic, SwapArithmetic_precond]",True,simp[f],single bridging construct
verina_basic_92,goedel-prover-v2-32b,verina_basic_92__T2_helper_extract__0,T2_helper_extract,structural,False,proof_fails,simp[f],dsimp [SwapArithmetic],True,simp[f],single bridging construct
verina_basic_92,goedel-prover-v2-8b,verina_basic_92__T2_helper_extract__0,T2_helper_extract,structural,False,proof_fails,simp[f],"dsimp [SwapArithmetic, Prod.mk.injEq]",True,simp[f],single bridging construct
verina_basic_92,deepseek-prover-v2-7b,verina_basic_92__T3_comm_swap__0,T3_comm_swap,semantic,True,survives,simp[f],"dsimp only [SwapArithmetic, SwapArithmetic_precond]",True,simp[f],single bridging construct
verina_basic_92,goedel-prover-v2-32b,verina_basic_92__T3_comm_swap__0,T3_comm_swap,semantic,True,survives,simp[f],dsimp [SwapArithmetic],True,simp[f],single bridging construct
verina_basic_92,goedel-prover-v2-8b,verina_basic_92__T3_comm_swap__0,T3_comm_swap,semantic,True,survives,simp[f],"dsimp [SwapArithmetic, Prod.mk.injEq]",True,simp[f],single bridging construct
verina_basic_96,deepseek-prover-v2-7b,verina_basic_96__T2_helper_extract__0,T2_helper_extract,structural,True,survives,simp[f],simp [SwapSimultaneous],True,simp[f],single bridging construct
verina_basic_96,goedel-prover-v2-32b,verina_basic_96__T2_helper_extract__0,T2_helper_extract,structural,True,survives,simp[f],simp [SwapSimultaneous],True,simp[f],single bridging construct
verina_basic_96,goedel-prover-v2-8b,verina_basic_96__T2_helper_extract__0,T2_helper_extract,structural,True,survives,simp[f],"simp [SwapSimultaneous, SwapSimultaneous_precond, SwapSimultaneous_postcond, Prod.ext_iff]",True,simp[f],single bridging construct
verina_basic_98,deepseek-prover-v2-7b,verina_basic_98__T2_helper_extract__0,T2_helper_extract,structural,False,proof_fails,simp[f],simp [Triple],True,simp[f],single bridging construct
verina_basic_98,goedel-prover-v2-32b,verina_basic_98__T2_helper_extract__0,T2_helper_extract,structural,True,survives,simp[f],"dsimp [Triple_postcond, Triple]",True,simp[f],single bridging construct
verina_basic_98,goedel-prover-v2-8b,verina_basic_98__T2_helper_extract__0,T2_helper_extract,structural,True,survives,rfl_equation,have h₂ : Triple (x) h_precond = x * 3 := rfl,True,rfl_equation,single bridging construct
verina_basic_98,deepseek-prover-v2-7b,verina_basic_98__T3_comm_swap__0,T3_comm_swap,semantic,True,survives,simp[f],simp [Triple],True,simp[f],single bridging construct
verina_basic_98,goedel-prover-v2-32b,verina_basic_98__T3_comm_swap__0,T3_comm_swap,semantic,False,proof_fails,simp[f],"dsimp [Triple_postcond, Triple]",True,simp[f],single bridging construct
verina_basic_98,goedel-prover-v2-8b,verina_basic_98__T3_comm_swap__0,T3_comm_swap,semantic,False,proof_fails,rfl_equation,have h₂ : Triple (x) h_precond = x * 3 := rfl,True,rfl_equation,single bridging construct
verina_basic_99,deepseek-prover-v2-7b,verina_basic_99__T2_helper_extract__0,T2_helper_extract,structural,False,proof_fails,simp[f],dsimp [Triple],True,simp[f],single bridging construct
verina_basic_99,goedel-prover-v2-32b,verina_basic_99__T2_helper_extract__0,T2_helper_extract,structural,False,proof_fails,simp[f],dsimp [Triple],True,simp[f],single bridging construct
verina_basic_99,goedel-prover-v2-8b,verina_basic_99__T2_helper_extract__0,T2_helper_extract,structural,False,proof_fails,simp[f],"dsimp [Triple, Triple_precond, h]",True,simp[f],single bridging construct
verina_basic_99,deepseek-prover-v2-7b,verina_basic_99__T3_comm_swap__0,T3_comm_swap,semantic,True,survives,simp[f],dsimp [Triple],True,simp[f],single bridging construct
verina_basic_99,goedel-prover-v2-32b,verina_basic_99__T3_comm_swap__0,T3_comm_swap,semantic,False,proof_fails,simp[f],dsimp [Triple],True,simp[f],single bridging construct
verina_basic_99,goedel-prover-v2-8b,verina_basic_99__T3_comm_swap__0,T3_comm_swap,semantic,True,survives,simp[f],"dsimp [Triple, Triple_precond, h]",True,simp[f],single bridging construct
verina_basic_99,deepseek-prover-v2-7b,verina_basic_99__T3_comm_swap__1,T3_comm_swap,semantic,True,survives,simp[f],dsimp [Triple],True,simp[f],single bridging construct
verina_basic_99,goedel-prover-v2-32b,verina_basic_99__T3_comm_swap__1,T3_comm_swap,semantic,False,proof_fails,simp[f],dsimp [Triple],True,simp[f],single bridging construct
verina_basic_99,goedel-prover-v2-8b,verina_basic_99__T3_comm_swap__1,T3_comm_swap,semantic,True,survives,simp[f],"dsimp [Triple, Triple_precond, h]",True,simp[f],single bridging construct
verina_basic_99,deepseek-prover-v2-7b,verina_basic_99__T3_comm_swap__2,T3_comm_swap,semantic,True,survives,simp[f],dsimp [Triple],True,simp[f],single bridging construct
verina_basic_99,goedel-prover-v2-32b,verina_basic_99__T3_comm_swap__2,T3_comm_swap,semantic,True,survives,simp[f],dsimp [Triple],True,simp[f],single bridging construct
verina_basic_99,goedel-prover-v2-8b,verina_basic_99__T3_comm_swap__2,T3_comm_swap,semantic,False,proof_fails,simp[f],"dsimp [Triple, Triple_precond, h]",True,simp[f],single bridging construct
verina_basic_99,deepseek-prover-v2-7b,verina_basic_99__T4_cond_invert__0,T4_cond_invert,semantic,True,survives,simp[f],dsimp [Triple],True,simp[f],single bridging construct
verina_basic_99,goedel-prover-v2-32b,verina_basic_99__T4_cond_invert__0,T4_cond_invert,semantic,True,survives,simp[f],dsimp [Triple],True,simp[f],single bridging construct
verina_basic_99,goedel-prover-v2-8b,verina_basic_99__T4_cond_invert__0,T4_cond_invert,semantic,True,survives,simp[f],"dsimp [Triple, Triple_precond, h]",True,simp[f],single bridging construct
verina_basic_99,deepseek-prover-v2-7b,verina_basic_99__T5_branch_extract__0,T5_branch_extract,structural,False,proof_fails,simp[f],dsimp [Triple],True,simp[f],single bridging construct
verina_basic_99,goedel-prover-v2-32b,verina_basic_99__T5_branch_extract__0,T5_branch_extract,structural,False,proof_fails,simp[f],dsimp [Triple],True,simp[f],single bridging construct
verina_basic_99,goedel-prover-v2-8b,verina_basic_99__T5_branch_extract__0,T5_branch_extract,structural,False,proof_fails,simp[f],"dsimp [Triple, Triple_precond, h]",True,simp[f],single bridging construct
